title,rate
funny covid19,0
19 tests,1
due coronavirus,1
etc_stay,1
get vaccine,1
boris_johnson,1
well_merch,1
jails citizen,1
designing_selling,1
selling_cute,1
cute_funny,1
related_facemasks,1
facemasks_well,1
stickers_pillows,1
pillows_etc,1
confirmed cases,1
small_businesses,1
joe_biden,1
spread coronavirus,1
dosis_vacuna,1
casos nuevos,1
everton vs,1
looks_like,1
journalist documented,1
coronavirus deaths,1
worst covid,0
moderna covid,0
2020 12,1
britanica coronavirus,1
19 infections,1
da_vacina,1
19 crisis,1
330_000,1
contagios covid19,0
social_media,1
breaking_news,1
signing covid,0
house approves,1
bill_gates,1
muere covid,0
anos edad,1
amid covid,0
spending_bill,1
19 strain,1
corona virus,1
du coronavirus,1
government_funding,1
government_shutdown,1
health_officials,1
covid19 relief,0
please_help,1
died covid19,0
het coronavirus,1
pcr_test,1
cases reported,1
vacunas coronavirus,1
positivos covid,0
casos_activos,1
documented wuhan,1
via_yahoo,1
cepa_britanica,1
dry_run,1
good_news,1
wash_hands,1
covid cases,0
need_know,1
hamilton mourao,1
covid19 amp,0
corona coronavirus,1
000 stimulus,1
mask_wearing,1
compositor mexicano,1
ot covid,0
coronavirus aid,1
19 coronavirus,1
vaksin covid,0
brote covid,0
everton manchester,1
positive cases,1
anthony_fauci,1
task_force,1
recovery_rate,1
provoking trouble,1
periodista ciudadana,1
wear_masks,1
000 covid,0
heart_attack,1
stop_spread,1
every_day,1
corona covid19,0
19 numbers,1
aumento_casos,1
lunes_28,1
live_updates,1
payments 000,1
nursing_homes,1
nursing_home,1
stimulus bill,1
campana_vacunacion,1
vacinacao covid,0
news coronavirus,1
merch_tshirts,1
tshirts_mugs,1
wuhan_china,1
got covid,0
get tested,1
300 000,1
carcel periodista,1
prision periodista,1
super_gonorrhea,1
nueva_variante,1
vice presidente,1
bbc_news,1
positive covid19,0
sa_mga,1
contre covid19,0
walter_reed,1
12_20,1
top_story,1
stimulus_check,1
personal_salud,1
vaccin_contre,1
coronavirus infections,1
covid19 lockdown,0
amid coronavirus,1
virus covid,0
bill president,1
pfizer covid,0
coronavirus update,1
receive covid,0
variant coronavirus,1
one million,1
coronavirus corona,1
vacunacion coronavirus,1
humaspageruyung polri,1
cyril_ramaphosa,1
murio armando,1
spending_package,1
summary covid,0
testing positive,1
first covid,0
salud_publica,1
19 activity,1
russia_admits,1
fight covid,0
cases rise,1
positivo coronavirus,1
make_sure,1
save_lives,1
covidview weekly,0
weekly surveillance,1
surveillance summary,1
activity cdc,1
vaccine_rollout,1
10 000,1
receiving covid,0
muere 85,1
oxford_astrazeneca,1
il_vaccino,1
funding bill,1
johns_hopkins,1
wonder voted,1
approves 000,1
covid relief,0
contagios coronavirus,1
15 000,1
voted covidview,0
monday_december,1
go_back,1
voter_fraud,1
care_facilities,1
third_worst,1
recibir_vacuna,1
safe_all,1
coronavirus cdc,1
stimulus_package,1
2020 covid19,0
cdc says,1
first_dose,1
ultima_hora,1
coronavirus via,1
000 deaths,1
il_faut,1
at_home,1
uk_returnees,1
coronavirus crisis,1
masks coronavirus,1
novos_casos,1
covid19 corona,0
periodista china,1
anos complicaciones,1
nuovi_casi,1
get_vaccinated,1
small_business,1
19 response,1
house vote,1
global_pandemic,1
kasus covid,0
south_african,1
descanse_paz,1
billion covid,0
cada_vez,1
world third,1
latest covid,0
covid19 deaths,0
take_care,1
ee_uu,1
coronavirus china,1
total_number,1
positivity_rate,1
periodista informo,1
pasien covid,0
asymptomatic spread,1
years wuhan,1
number covid,0
health_department,1
wearamask covid19,0
trump demand,1
30 000,1
response covid,0
cases coronavirus,1
vaccine_distribution,1
em wuhan,1
china condena,1
relief government,1
segunda_ola,1
death_rate,1
high_risk,1
americans die,1
coronavirus lockdown,1
get coronavirus,1
section 230,1
du_vaccin,1
coronavirus disease,1
vacunacion covid19,0
ministerio_salud,1
19 cantautor,1
covid prevent,0
million covid,0
people need,1
front_line,1
picking quarrels,1
coronavirus news,1
new_normal,1
dia inocentes,1
last_24,1
jailed four,1
news covid,0
wan_na,1
vacuna_sputnik,1
mondaythoughts covid19,0
2020 covid,0
one_day,1
millones casos,1
help_us,1
contagio covid,0
86 anos,1
freezhang freezhangzhan,1
nao_tem,1
people get,1
uk coronavirus,1
man dies,1
journalist jailed,1
covid19 virus,0
385 new,1
freezhangzhan wuhanvirus,1
19 amp,1
first_time,1
admits world,1
covid19 okhw,0
19 mexico,1
two_weeks,1
last year,1
19 aid,1
28 december,1
die covid,0
of_the,1
75 year,1
ang_mga,1
people like,1
tahun_baru,1
people_dying,1
people die,1
us covid,0
nouveaux_cas,1
covid 19,0
19 vaccine,1
new covid,0
19 pandemic,1
19 cases,1
luke_letlow,1
congressman_elect,1
nueva_cepa,1
coronavirus covid19,0
covid19 coronavirus,0
new coronavirus,1
19 variant,1
coronavirus variant,1
coronavirus vaccine,1
elect_luke,1
coronavirus pandemic,1
19 relief,1
new cases,1
000 covid,0
19 vaccines,1
new year,1
first case,1
covid19 vaccine,0
coronavirus cases,1
positive covid,0
kamala_harris,1
dies covid,0
letlow_dies,1
tested positive,1
louisiana_congressman,1
vacuna covid,0
mcconnell blocks,1
reino_unido,1
wear_mask,1
casos covid,0
mitch_mcconnell,1
died covid,0
19 di,1
nuevos casos,1
covid19 pandemic,0
new strain,1
death_toll,1
primer_caso,1
public_health,1
due covid,0
stay_home,1
blocks senate,1
gon_na,1
positif covid,0
vacunacion covid,0
19 vaccination,1
united_states,1
year_old,1
29 12,1
donald_trump,1
24_horas,1
coronavirus covid,0
protokol_kesehatan,1
president_elect,1
19 strain,1
ted_cruz,1
19 patients,1
test positive,1
vote 000,1
via_youtube,1
35 million,1
south_african,1
cases new,1
sars_cov,1
coronavirus strain,1
premier_league,1
south_africa,1
19 aid,1
case covid,0
cepa coronavirus,1
get covid,0
19 deaths,1
billionaire fracking,1
big one,1
covid19 cases,0
tests positive,1
senate_vote,1
got 35,1
fracking donors,1
million billionaire,1
health care,1
donors last,1
via_yahoo,1
case new,1
variant_found,1
new york,1
19 via,1
12 2020,1
cruz got,1
casos coronavirus,1
found_colorado,1
long_term,1
lockdown covid19,0
19 payments,1
relief checks,1
19 complications,1
vacunas covid,0
last covid,0
new variant,1
stimulus_checks,1
covid19 covid,0
pandemia coronavirus,1
est_pas,1
social_distancing,1
tenaga_kesehatan,1
following house,1
couvre_feu,1
da covid,0
payments following,1
pasien positif,1
vacuna coronavirus,1
house approval,1
ultimas_24,1
cases covid,0
joe_biden,1
sesama_jenis,1
health_officials,1
di rs,1
wisma_atlet,1
many_people,1
aid report,1
29 diciembre,1
yang_dilakukan,1
million people,1
kesehatan_nakes,1
dilakukan_oleh,1
darurat_wisma,1
seorang_pasien,1
oleh_tenaga,1
rs_darurat,1
mesum_sesama,1
dengan_seorang,1
vacunacion coronavirus,1
menangani_kasus,1
tindakan_mesum,1
jenis_yang,1
nakes_dengan,1
dalam_menangani,1
telah_mengambil,1
mengambil_tindakan,1
tindakan_dalam,1
adanya_tindakan,1
kasus_adanya,1
relief_bill,1
white_house,1
covid vaccine,0
vaccine_rollout,1
000 coronavirus,1
moderna covid,0
19 death,1
first_known,1
december 29,1
stay_safe,1
at_home,1
cepa covid,0
19 testing,1
vacuna covid19,0
necessarily big,1
19 vaccinations,1
cepa_britanica,1
29 2020,1
okhw_d19,1
coronavirus relief,1
vice_president,1
19 coronavirus,1
us case,1
first_dose,1
19 stimulus,1
covid covid19,0
covid19 lockdown,0
19 test,1
atlet_stoptindakpidana,1
positive coronavirus,1
american_people,1
gt_gt,1
nueva_variante,1
harris receives,1
uk coronavirus,1
new covid19,0
pandemia covid19,0
covid19 covid19,0
12 29,1
aged_41,1
pandemia covid,0
complications_aged,1
24_hours,1
variant detected,1
vaccine_distribution,1
polri_telah,1
united_kingdom,1
due covid19,0
19 virus,1
campana_vacunacion,1
people died,1
president trump,1
highly infectious,1
coronavirus deaths,1
caso_nueva,1
dosis_vacuna,1
amid covid,0
covid19 vaccination,0
000 people,1
looks_like,1
get vaccine,1
pandemi covid,0
coronavirus outbreak,1
spread covid,0
covid coronavirus,0
spain keep,1
got covid,0
majority_leader,1
uk_returnees,1
19 outbreak,1
uk variant,1
19 restrictions,1
receive covid,0
positivo covid,0
trump_administration,1
six cases,1
second_wave,1
pfizer_biontech,1
53 135,1
case highly,1
fanb_gnbypueblovencedor,1
gnbypueblovencedor venezuelaenvictoria,1
vacina covid,0
contre covid,0
coronavirus restrictions,1
100_000,1
confirmed cases,1
variant coronavirus,1
active cases,1
covid19 vaccines,0
healthcare_workers,1
new deaths,1
novel coronavirus,1
infectious coronavirus,1
around_world,1
ot covid,0
mental_health,1
loved_ones,1
times_higher,1
armando_manzanero,1
venezuelaenvictoria libertad003,1
dec 29,1
detected colorado,1
penyebaran covid,0
virus covid,0
casos_confirmados,1
senate majority,1
wearing_mask,1
known_case,1
years_old,1
year_eve,1
travel history,1
positive new,1
getting covid,0
died covid19,0
warns covid,0
life_saving,1
nuevos_contagios,1
uk covid,0
10 times,1
herd_immunity,1
contagios covid19,0
casos positivos,1
first reported,1
covid19 covidvaccine,0
wear_masks,1
qu_il,1
refuse covid,0
19 em,1
10 million,1
corona virus,1
19 surge,1
report via,1
president_donald,1
pass 000,1
last_week,1
du covid,0
personal_salud,1
of covid,0
african coronavirus,1
chinese virus,1
leader mitch,1
spread covid19,0
casos covid19,0
care_workers,1
elect kamala,1
19 update,1
boris_johnson,1
19 tests,1
increase covid,0
99 effective,1
zhang_zhan,1
covid cases,0
due coronavirus,1
lupa tetap,1
coronavirus coronavirusvaccine,1
strain coronavirus,1
not necessarily,1
americans_died,1
wearing_masks,1
wash_hands,1
next_week,1
saving protection,1
free free,1
front_line,1
19 immediate,1
immediate life,1
protection pharmacy,1
pharmacy grade,1
grade prescription,1
prescription orderfp,1
orderfp dt2021,1
dt2021 pharmacy,1
pharmacy secret,1
secret 99,1
covid patients,0
da positivo,1
small_businesses,1
000 americans,1
social_media,1
cases reported,1
term_care,1
case uk,1
asymptomatic_transmission,1
contagios covid,0
december 2020,1
pandemic not,1
19 hospitalizations,1
effective covid,0
vaksin covid,0
one_day,1
died coronavirus,1
variant covid,0
news coronavirus,1
positive covid19,0
strain covid,0
task_force,1
get_vaccinated,1
vacunacion covid19,0
coronavirus lockdown,1
first_time,1
19 crisis,1
britanica covid,0
coronavirus vaccines,1
19 infections,1
china virus,1
reports first,1
coronavirus checks,1
battling covid,0
transmission covid,0
ee_uu,1
spread coronavirus,1
senate_democrats,1
41 years,1
swine_flu,1
next_year,1
trump demand,1
of_the,1
coronavirus infections,1
covid19 deaths,0
diciembre_2020,1
move pass,1
good_news,1
intensive_care,1
health minister,1
19 response,1
pcr_test,1
casos nuevos,1
democrats move,1
recovery_rate,1
last year,1
save_lives,1
dose moderna,1
vacunas covid19,0
every_day,1
mask_wearing,1
covid19 covid 19,0
vaccine via,1
terhindar_dari,1
du coronavirus,1
people die,1
people refuse,1
make_sure,1
2020 ano,1
citizen_journalist,1
relief_package,1
vaccines work,1
casos_activos,1
stay_at,1
side_effects,1
positive cases,1
muertes covid,0
corona covid19,0
coronavirus via,1
vacinacao covid,0
social_distance,1
impact covid,0
19 wuhan,1
50 000,1
il_faut,1
positivity_rate,1
people need,1
dr_fauci,1
stop_spread,1
health_department,1
il_vaccino,1
het coronavirus,1
two_weeks,1
warp_speed,1
dead covid,0
bill_gates,1
corona coronavirus,1
covid19 relief,0
ministerio_salud,1
vacuna_rusa,1
south_korea,1
cases deaths,1
keep registry,1
variante coronavirus,1
19 occur,1
last_24,1
help_us,1
study 10,1
cases coronavirus,1
health experts,1
recibir_vacuna,1
die covid,0
coronavirusvaccine vaccine,1
health_ministry,1
letlow_41,1
underlying_conditions,1
nurse tests,1
10 years,1
people_dying,1
first confirmed,1
covid19 patients,0
contagios coronavirus,1
covid deaths,0
reported case,1
il_est,1
music fashion,1
russia_admits,1
months_ago,1
three times,1
occur_study,1
higher_reported,1
get tested,1
coronavirus death,1
batalla covid,0
vaccine music,1
coronavirus crisis,1
first covid,0
live_updates,1
teeshirts themadalorian,1
nursing_home,1
covid variant,0
uk test,1
everything right,1
je_suis,1
faire_vacciner,1
take_care,1
travel_ban,1
record_high,1
need_know,1
11 650,1
britanica coronavirus,1
covid19 coronavirus,0
confirmed case,1
number covid,0
go_back,1
global_pandemic,1
jangan_lupa,1
sarscov2 covid19,0
fashion teeshirts,1
covid19 amp,0
stimulus_payments,1
coronavirus disease,1
perhatikan protokol,1
receives covid,0
tetap perhatikan,1
dies battling,1
fake_news,1
positivo coronavirus,1
watch_live,1
democrats push,1
letlow dead,1
get covid19,0
martes_29,1
immediately bring,1
man_city,1
penyebaran virus,1
checks vote,1
top_story,1
2020 12,1
coronavirus news,1
mortes covid,0
12 30,1
wan_na,1
coronavirus live,1
fight covid,0
blocked democrats,1
coronavirus stimulus,1
home haircut,1
via_nypost,1
19 lockdown,1
coronavirus surge,1
contre covid19,0
tuesday december,1
washington_post,1
push immediately,1
union civico,1
civico militar,1
million finds,1
covid19 virus,0
kasus covid,0
dose covid,0
first us,1
in_the,1
one at,1
pfizer covid,0
work new,1
wife died,1
wuhan coronavirus,1
bring president,1
high_risk,1
bloqueo criminal,1
500 000,1
right one,1
ano_grandes,1
caso cepa,1
breaking_news,1
coronavirus update,1
covid19 corona,0
grandes dificultades,1
dificultades causa,1
causa bloqueo,1
99_recovery,1
husband wife,1
enfrentado adversidades,1
tahun_baru,1
da_vacina,1
variante covid,0
covid 19,0
19 vaccine,1
oxford_astrazeneca,1
coronavirus vaccine,1
dies covid,0
new year,1
luke_letlow,1
19 cases,1
dawn_wells,1
vaccine approved,1
gilligan_island,1
congressman_elect,1
positive covid,0
19 pandemic,1
new covid,0
mary_ann,1
approved_use,1
covid19 coronavirus,0
use uk,1
covid19 vaccine,0
died covid,0
elect_luke,1
coronavirus covid19,0
astrazeneca covid,0
tests positive,1
new cases,1
coronavirus cases,1
astrazeneca coronavirus,1
19 complications,1
coronavirus pandemic,1
reino_unido,1
19 vaccines,1
new coronavirus,1
tested positive,1
vacuna covid,0
due covid,0
wear_mask,1
louisiana_congressman,1
letlow_dies,1
coronavirus variant,1
stay_home,1
19 variant,1
casos covid,0
nurse tests,1
19 vaccination,1
astrazeneca_oxford,1
19 oxford,1
public_health,1
19 relief,1
ann gilligan,1
premier_league,1
19 test,1
covid19 pandemic,0
19 deaths,1
nueva_cepa,1
nuevos casos,1
year_old,1
stay_safe,1
new york,1
new strain,1
24_horas,1
30 12,1
island star,1
via_youtube,1
coronavirus covid,0
star dawn,1
year_eve,1
get covid,0
island dies,1
many_people,1
loved_ones,1
covid19 covidvaccine,0
gon_na,1
social_distancing,1
first case,1
sars_cov,1
casos coronavirus,1
wells mary,1
dr_drew,1
000 covid,0
good_news,1
united_states,1
covid19 cases,0
coronavirus restrictions,1
da covid,0
19 strain,1
death_toll,1
oxford covid,0
donald_trump,1
19 via,1
new variant,1
health care,1
covid19 covid,0
covid vaccine,0
12 2020,1
19 patients,1
first_dose,1
vaccine_rollout,1
negative covid,0
cases covid,0
24_hours,1
mitch_mcconnell,1
vacuna coronavirus,1
long_term,1
ultimas_24,1
people died,1
covidiot covid19,0
30 2020,1
coronavirus deaths,1
vacuna covid19,0
astrazeneca vaccine,1
dr_fauci,1
heart_attack,1
uk approves,1
oxford_university,1
december 30,1
covid covid19,0
health_officials,1
died covid19,0
vaccine_distribution,1
gt_gt,1
19 outbreak,1
bbc_news,1
variant_found,1
pfizer_biontech,1
vacunas covid,0
due covid19,0
pandemi covid,0
est_pas,1
white_house,1
12 30,1
great news,1
approved uk,1
30 diciembre,1
aged_41,1
getting vaccine,1
19 restrictions,1
vacunacion covid,0
test positive,1
social_media,1
couvre_feu,1
19 testing,1
case new,1
covid19 deaths,0
coronavirus strain,1
okhw_d19,1
primer_caso,1
complications_aged,1
dec 30,1
wearing_mask,1
uk coronavirus,1
contre covid,0
happy new,1
new covid19,0
stimulus_checks,1
wells dies,1
19 vaccinations,1
wearing_masks,1
top_story,1
vaccine oxford,1
covid19 vaccines,0
19 death,1
recibir_vacuna,1
vaccine doses,1
19 di,1
one_day,1
covid19 vaccination,0
looks_like,1
next_week,1
covid coronavirus,0
spread covid,0
million people,1
qu_il,1
pandemia covid,0
er_nurse,1
get vaccine,1
south_africa,1
relief checks,1
cepa coronavirus,1
nursing_home,1
protokol_kesehatan,1
100_000,1
positive coronavirus,1
19 update,1
boris_johnson,1
pandemia covid19,0
amid covid,0
wash_hands,1
getting covid,0
moderna covid,0
age 82,1
vacuna pfizer,1
19 age,1
vacuna oxford,1
new deaths,1
complications 82,1
spread covid19,0
via_yahoo,1
19 virus,1
uk_government,1
pfizer covid,0
vacuna astrazeneca,1
positivo covid,0
via_nypost,1
oxford vaccine,1
dosis_vacuna,1
covid19 covidiot,0
december 2020,1
emergency_use,1
approves oxford,1
mental_health,1
novel coronavirus,1
case covid,0
healthcare_workers,1
active cases,1
marco_rubio,1
wear_masks,1
joe_biden,1
000 people,1
second_wave,1
united_kingdom,1
san_diego,1
side_effects,1
vaccine via,1
du covid,0
pfizer vaccine,1
fauci lied,1
wells died,1
vaccine_developed,1
casos positivos,1
tahun_baru,1
first_time,1
14_days,1
vaksin covid,0
take_care,1
at_home,1
protection_99,1
lied coronavirus,1
california nurse,1
receiving_pfizer,1
stop risk,1
vacina covid,0
around_world,1
79 effective,1
big one,1
rubio dr,1
variant coronavirus,1
letlow_41,1
died coronavirus,1
pandemia coronavirus,1
die covid,0
vaccine 79,1
strain coronavirus,1
coronavirus vaccines,1
new years,1
got covid,0
daily covid,0
relief_bill,1
university astrazeneca,1
ones friends,1
get copy,1
agonizing death,1
risk agonizing,1
19 tests,1
news covid,0
covid19 lockdown,0
19 pandemi,1
sen marco,1
american_people,1
daha_cok,1
coronavirus relief,1
corona virus,1
aumento_casos,1
week receiving,1
pandemi doneminde,1
19 82,1
daha iyi,1
bir ulke,1
elect louisiana,1
19 protocols,1
every_day,1
due coronavirus,1
tarama testi,1
testi pcr,1
pcr yapilan,1
yapilan laboratuvarlarin,1
laboratuvarlarin onemi,1
guzel olan,1
buyuktur biz,1
biz iyilestirdikce,1
iyilestirdikce zaten,1
zaten guzel,1
olan ulkem,1
ulke olacak,1
abc_news,1
ulkem daha,1
cok laborant,1
laborant atamasiyla,1
atamasiyla daha,1
iyi daha,1
yasanilabilir bir,1
found_colorado,1
onemi cok,1
cok buyuktur,1
daha yasanilabilir,1
covid19 covid 19,0
coronavirus coronavirusvaccine,1
confirmed cases,1
19 em,1
doneminde virus,1
virus tarama,1
casos_confirmados,1
contagios covid,0
olacak laborantbesbinihakediyor,1
article amp,1
wells played,1
nuevos_contagios,1
played mary,1
social_distance,1
china sinopharm,1
second_dose,1
president trump,1
19 response,1
herd_immunity,1
kamala_harris,1
spread coronavirus,1
fake_news,1
first country,1
amp_reuters,1
task_force,1
eight days,1
receiving vaccine,1
positive covid19,0
small_businesses,1
covid cases,0
authorizes covid,0
president_elect,1
nueva_variante,1
elect dies,1
york_times,1
years_old,1
99_efficacy,1
cepa_britanica,1
next_year,1
19 days,1
lockdown covid19,0
make_sure,1
two_weeks,1
coronavirusvaccine vaccine,1
breaking_news,1
coronavirus outbreak,1
ot covid,0
mask_wearing,1
letlow died,1
changed world,1
covid19vaccine coronavirus,0
related covid,0
super_spreader,1
tottenham fulham,1
casos covid19,0
care_workers,1
january_2021,1
dies coronavirus,1
vaccine covid19,0
astra zeneca,1
500 000,1
get_vaccinated,1
people_dying,1
cepa covid,0
save_lives,1
department_health,1
island died,1
uniofoxford astrazeneca,1
19 eight,1
19 week,1
da positivo,1
2020 covid,0
dio_positivo,1
pcr_test,1
huaizazhi_wakuchinjie zhong_1zhou jian_hou nikoronagan_ran bao dao,1
180 day,1
het coronavirus,1
19 coronavirus,1
people get,1
trump_administration,1
contagios covid19,0
dias_despues,1
last_week,1
approves_astrazeneca,1
go_back,1
mi kan hu shi huaizazhi_wakuchinjie zhong_1zhou jian_hou nikoronagan_ran,1
positivity_rate,1
dead covid,0
us case,1
million_doses,1
underlying_conditions,1
get covid19,0
positive cases,1
last_24,1
covid19 related,0
uso_vacuna,1
cases new,1
warp_speed,1
health_department,1
people die,1
variant covid,0
corona covid19,0
muertes covid,0
000 americans,1
19 patient,1
10 000,1
19 surge,1
single_day,1
19 crisis,1
2020 covid19,0
cases reported,1
mortes covid,0
stop_spread,1
fin_ano,1
matt_hancock,1
coronavirus covid 19,0
du_vaccin,1
19 infections,1
vacunas covid19,0
2020 12,1
americans_died,1
help_us,1
19 positive,1
rep elect,1
watch_live,1
contre covid19,0
coronavirus update,1
impact covid,0
need_know,1
diciembre_2020,1
toque_queda,1
coronavirus origins,1
well_done,1
passed_away,1
national_guard,1
air_travellers,1
covid patients,0
faire_vacciner,1
casos nuevos,1
of_the,1
19 protection,1
people like,1
covid19 corona,0
20 million,1
day countdown,1
newly elected,1
uk variant,1
41 year,1
world covid,0
penyebaran covid,0
rest_peace,1
recovery_rate,1
first_known,1
new daily,1
19 lockdown,1
50 000,1
ano_nuevo,1
high_risk,1
casos_activos,1
astrazeneca covid19,0
proven covid,0
get tested,1
please_help,1
uk bbc,1
du coronavirus,1
in_the,1
testing positive,1
first covid,0
number covid,0
hidden hunt,1
coronavirus via,1
positivo coronavirus,1
getting vaccinated,1
one year,1
12_20,1
positif covid,0
receive covid,0
sinopharm says,1
strain covid,0
19 cited,1
millones_dosis,1
du covid19,0
ee_uu,1
uk covid,0
china clamps,1
contact_tracing,1
end year,1
10 million,1
covid deaths,0
bill started,1
says covid,0
says coronavirus,1
started 180,1
ann dies,1
vs fulham,1
friends get,1
intensive_care,1
death_rate,1
virus covid,0
months_ago,1
10 14,1
wan_na,1
il_est,1
19 related,1
hunt coronavirus,1
vacinacao covid,0
vaccin_contre,1
10 times,1
cases coronavirus,1
coronavirus lockdown,1
postponed_due,1
clamps hidden,1
killing loved,1
copy proven,1
enfermero california,1
immune_system,1
000 deaths,1
death killing,1
82 covid,0
coronavirus crisis,1
19 news,1
hospitalized covid,0
cases deaths,1
contagios coronavirus,1
19 shot,1
000 coronavirus,1
front_line,1
southern_california,1
reports first,1
bill_gates,1
people need,1
25 days,1
case coronavirus,1
covid19 amp,0
majority_leader,1
10 years,1
countdown ufo,1
il_faut,1
deaths covid,0
ufo disclosures,1
approves use,1
stimulus_check,1
covid19 virus,0
fantastic_news,1
contagious coronavirus,1
covid 19,0
new year,1
19 vaccine,1
happy new,1
coronavirus vaccine,1
19 pandemic,1
19 cases,1
coronavirus pandemic,1
new covid,0
coronavirus covid19,0
year_eve,1
new cases,1
covid19 coronavirus,0
positive covid,0
covid19 vaccine,0
coronavirus cases,1
19 vaccines,1
new coronavirus,1
ano_nuevo,1
stay_safe,1
stay_home,1
covid19 pandemic,0
due covid,0
500 doses,1
tested positive,1
new years,1
19 vaccination,1
covid covid,0
new york,1
vaccine doses,1
health care,1
coronavirus variant,1
public_health,1
19 deaths,1
31 12,1
year 2021,1
died covid,0
casos covid,0
coronavirus covid,0
gon_na,1
wear_mask,1
vacuna covid,0
via_youtube,1
pandemi covid,0
get covid,0
nuevos casos,1
19 test,1
healthcare_workers,1
pfizer_biontech,1
pandemia coronavirus,1
vaksin covid,0
feliz_ano,1
many_people,1
tests positive,1
tahun_baru,1
amid covid,0
hospital says,1
doses covid,0
sars_cov,1
19 death,1
protokol_kesehatan,1
19 variant,1
da covid,0
19 relief,1
december 31,1
19 patients,1
new strain,1
covid19 cases,0
12 31,1
19 virus,1
12 2020,1
19 via,1
31 2020,1
first case,1
due covid19,0
casos coronavirus,1
dies covid,0
loved_ones,1
year 2020,1
social_distancing,1
cases covid,0
nueva_cepa,1
year_old,1
intentionally removed,1
24_horas,1
united_states,1
000 americans,1
donald_trump,1
pandemia covid,0
coronavirus deaths,1
people died,1
death_toll,1
31_diciembre,1
vaccine_rollout,1
final_chapter,1
coronavirus restrictions,1
trump final,1
chapter_failure,1
take covid,0
2020 year,1
19 testing,1
wisconsin hospital,1
health_officials,1
24_hours,1
pandemia covid19,0
failure rise,1
dawn_wells,1
long_term,1
last day,1
david_perdue,1
covid vaccine,0
employee intentionally,1
19 restrictions,1
covid19 covid,0
covid covid19,0
next_year,1
19 di,1
2020 covid,0
gt_gt,1
doses coronavirus,1
covid19 deaths,0
around_world,1
du covid,0
emergency_use,1
novel coronavirus,1
19 protection,1
19 strain,1
covid trump,0
dec 31,1
rise moment,1
19 outbreak,1
gilligan_island,1
2020 covid19,0
vacuna coronavirus,1
new deaths,1
proven covid,0
99_efficacy,1
moderna covid,0
stop risk,1
risk_proven,1
protection_99,1
efficacy_pamphlet,1
new variant,1
ultimas_24,1
every_day,1
nursing_home,1
spread covid,0
year covid,0
2020 coronavirus,1
000 covid,0
intentionally destroyed,1
reino_unido,1
first covid,0
100_000,1
hospital worker,1
19 surge,1
joe_biden,1
year everyone,1
di_rumah,1
care_workers,1
via_yahoo,1
december 2020,1
january_2021,1
last year,1
penyebaran covid,0
coronavirus coronavirusvaccine,1
wisconsin health,1
spread covid19,0
test positive,1
contre covid,0
vaccine_distribution,1
west_virginia,1
42 people,1
covid coronavirus,0
vacunas covid,0
looks_like,1
ano_novo,1
top_story,1
south_africa,1
china approves,1
active cases,1
new covid19,0
covid19vaccine coronavirus,0
19 vaccinations,1
perdue quarantine,1
due coronavirus,1
19 update,1
recovery_rate,1
mitch_mcconnell,1
dry_run,1
covid19 related,0
coronavirus outbreak,1
doses hospital,1
first_time,1
people covid,0
covid19 vaccination,0
end 2020,1
cases reported,1
okhw_d19,1
fin_ano,1
negative covid,0
daily covid,0
white_house,1
cdc news,1
mary_ann,1
removed covid,0
hope 2021,1
covid19 vaccines,0
single_day,1
qu_il,1
million people,1
000 coronavirus,1
hand_sanitizer,1
doctors_nurses,1
coronavirus strain,1
est_pas,1
positive coronavirus,1
pamphlet_covid19vaccine,0
wearing_mask,1
uk coronavirus,1
getting covid,0
primer_caso,1
confirmed cases,1
vaccine via,1
social_media,1
years eve,1
day 2020,1
end year,1
19 please,1
nova_variante,1
died covid19,0
get vaccine,1
ruining 500,1
americans_died,1
fight covid,0
vaccine fridge,1
worker intentionally,1
du coronavirus,1
20 million,1
contagios coronavirus,1
spread coronavirus,1
feliz_2021,1
next_week,1
coronavirusvaccine vaccine,1
fbi investigating,1
bonne_annee,1
wear_masks,1
2021 covid,0
case new,1
500 coronavirus,1
hospital employee,1
casos positivos,1
first_dose,1
stop_spread,1
last_week,1
ultimo dia,1
19 em,1
second_wave,1
year covid19,0
000 people,1
one_day,1
rumah_saja,1
boris_johnson,1
make_sure,1
wearing_masks,1
new_zealand,1
high_risk,1
funny covid19,0
vacina covid,0
het coronavirus,1
etc_stay,1
designing_selling,1
selling_cute,1
cute_funny,1
related_facemasks,1
facemasks_well,1
well_merch,1
stickers_pillows,1
pillows_etc,1
ano 2020,1
coronavirus vaccines,1
york_times,1
tahun 2021,1
2021 coronavirus,1
tahun_2020,1
mental_health,1
covid19 covid 19,0
relief_bill,1
uk covid,0
global_pandemic,1
cases new,1
19 2020,1
25 000,1
oxford_astrazeneca,1
protocol plus,1
please nebulizer,1
nebulizer use,1
use silver,1
silver mineral,1
medical_center,1
vacuna covid19,0
one year,1
2021 covid19,0
wash_hands,1
contagios covid,0
muertes covid,0
mask_wearing,1
die covid,0
19 coronavirus,1
look back,1
pfizer covid,0
baru 2021,1
19 tests,1
19 crisis,1
99_recovery,1
ja vacina,1
say covid,0
vacina ja,1
positivo covid,0
dr_drew,1
cegah covid19,0
americans killed,1
good_news,1
front_line,1
pcr_test,1
herd_immunity,1
save_lives,1
saja cegah,1
muertos coronavirus,1
southern_california,1
2020 ano,1
health system,1
casos_confirmados,1
19 still,1
